UpsjYK4bky8|||FUN WITH COLORFUL GAS - TAMIL|||1:41
A6aZxtLkNkY|||FUN WITH CANDLE FOUNTAIN - TAMIL|||1:39
pLcPfSAIWo0|||INVISIBLE GLASS - TAMIL|||2:41
bg3UWgRdaT0|||TWO BOTTLE FOUNTAIN  - TAMIL|||1:57
L-C89rwU2TU|||MUSICAL SOUND - TAMIL|||1:04
YAM_9G2W3pk|||PAPER CIRCUIT GREETINGS - TAMIL|||1:34
vE2tjr-uOzU|||FUN WITH HOT WATER - TAMIL|||1:28
tb60KNLb1XM|||FUN WITH CO2 - TAMIL|||2:14
_FI_V3BRvuQ|||FUN WITH A CANDLE - TAMIL|||1:55
he7qWIXuXds|||AIR HAS WEIGHT - TAMIL|||2:26
Qp32wyj7LYQ|||HIDING FISH - TAMIL|||2:43
exC-617kOYM|||SODA BOTTLE FOUNTAIN - TAMIL|||1:52
0MWmycrOLi8|||RESISTANT PENCIL - TAMIL|||2:24
ptsAcQsKhSQ|||BOTTLE SHOWER - TAMIL|||1:28
9uuMiPH16SM|||BI-METALLIC ALARM - TAMIL|||1:31
-rqU91ZihqI|||SHIMMERING MATCHBOX - TAMIL|||1:07
M5bFVCfBCpg|||TERRIFIC TORNADO - TAMIL|||1:10
BzoDqQWQ8z8|||STRAW FLUTE - TAMIL|||1:26
ZR2g7k6BRLk|||TIN SHRINK - TAMIL|||2:37
Z1tToWDsbI8|||L. E. D. TORCH - TAMIL|||2:00
yszossEqBgk|||BRAIN MUSCLE COORDINATION - TAMIL|||55
ce1aehzLvWg|||MOVING MONKEYS - TAMIL|||1:28
kjQ2Fqbzguc|||SHIMMERING FISH - TAMIL|||1:37
8zi15fa32WI|||POTATO INERTIA - TAMIL|||46
qk0lVJmBBKE|||EXPANSION OF AIR - TAMIL|||1:23
_9RaVcmUy-w|||EduClassics Title Hindi|||6
3waWdeY9c4I|||Teacher - Hindi - Sylvia Ashton Warner|||7:10
YkkwJrQ3MDU|||TEACHER - ENGLISH - SYLVIA ASHTON-WARNER|||5:04
w6F5EHHoABg|||TOTTOCHAN - ENGLISH - TETSUKO KUROYANAGI|||8:38
HMQ_OG8kzD4|||TOTTOCHAN – HINDI - TETSUKO KUROYANAGI|||9:05
-f3HalMhjpI|||DIVASWAPNA  - ENGLISH - GIJUBHAI BADHEKA|||15:59
FmJNcgUFLso|||DIVASWAPNA - HINDI - GIJUBHAI BADHEKA|||15:40
Ix-MLurnLGw|||I WISH TO BE A HUMMING BIRD - TAMIL - WANGHARI MATTHAI|||2:02
VIBno4fblh0|||MOTOR PUMP - NEPALI|||3:42
p9HMxK1hXGg|||DROP BY DROP - NEPALI|||2:57
k8OB4wJ3qMU|||NEWTON'S BOAT - NEPALI|||1:31
Mj8WUPYbBOg|||SOLAR BOAT - NEPALI|||2:20
CTfkyCH1poM|||CD Yo-Yo  - MARATHI|||2:11
32EVtVNgXb4|||STAR WARS SLINKY - KANNADA|||4:14
zSWyvFmxL6Y|||ENERGY STICK - KANNADA|||3:47
CJSILX1dAyM|||COLOUR PERCEPTION - KANNADA|||3:46
mM8XWb1gem4|||STROOP TEST - KANNADA|||3:57
Hq3AOIMPk4Q|||POD ART - ITALIAN|||2:22
JiuJEc6b9i0|||NEWSPAPER CAP - ITALIAN|||2:43
OXnMY19e9Ao|||LEAF ZOO - ITALIAN|||1:31
F77ou_8Le5c|||FUN SPIRAL - ITALIAN|||1:44
TLg13L4bWQ4|||BALANCING JOKER - ITALIAN|||1:19
IUaR0_pP2NQ|||Banyan Buddy | Hindi | Two Leaf Cat!|||2:27
rTs1V3czNVY|||Cup Propeller | Hindi | Splendid Spinner!|||4:07
k6zra69vL1Q|||Flying Disk | Hindi | Amazing Toy!|||2:15
IIshwDuZKtM|||3-D Pop-Up House | Hindi | Open Card, Lift House|||3:46
dt1eIZ--ST0|||Convection | Smoke Flow | Hindi | See Air Flow!|||2:10
O3Z-lioH2k0|||Convection - Smoke Flow | English | See Air Flow!|||2:09
hKHxvT74-pA|||Cup Creations | Hindi | True ART from TRASH|||2:24
qJxKjv_2BtA|||Squeeze and Spin | Hindi | Amazing Spinner!|||3:24
UDsLX_Ror-0|||Cup Creations | English | True ART from TRASH|||2:24
V8h0vh_mTao|||Squeeze and Spin | English | Amazing Spinner!|||3:24
ejAK62um6hg|||Fire Tornado | Hindi | Spectacular Fire Show!|||2:55
b1LNbE93jlk|||Levitating Candle | Hindi | Fun with a Candle!|||2:34
sohH0CXImBI|||3-D Kaleidoscope | Hindi | Fun with Mirrors|||3:17
fnHWf-jlrcQ|||Polythene Parachute | Hindi | Fun Flying Toy!|||2:57
kJpIzEH3HWQ|||Smoke Rings | English | Explore a torus or vortex ring|||3:00
JoDQMEenbQE|||Cardboard Clock | Hindi | Grandfather Tick-Tock|||4:11
Zqf1_O49ZXg|||Cardboard Clock | English | Grandfather Tick-Tock!|||4:11
HAxOkdUuRvk|||Perpetual Machine - Marble Feeder | English | Clever Machine!|||2:54
3FxCjX02Ro8|||Perpetual Motion Machine - Marble Feeder | Hindi | Clever Machine!|||2:58
aOvsspYVfOY|||Shell Sack | Hindi | Small Litter Bag!|||3:05
TxnGrvRbbGg|||Eddy Current Dance | Hindi | Fun with Eddy Current!|||3:56
RD7ULv2duXw|||Paper Insect | Hindi | Real life insects!|||3:31
Pv6vGOXO7wU|||Thirsty Bottle | Hindi | Fun with Heat!|||3:33
uF-ZiHi7CxI|||Soccer Ball Design | Hindi | Maths in Sports|||4:27
sFEVZ_woa70|||Solar Cap | Kannada | Fun with the Sun!|||1:22
hG7ahaJAjgA|||Magical Coin | Kannada | Fun with Light!|||2:17
foMGlsBfD9s|||Simple Strobe | Hindi | Fun with light!|||3:25
aDFOPlKQK64|||Disappearing Coin | Kannada | Fun with Light!|||2:06
_hNIuMeY1-Y|||3-D Ganesha | Kannada | Paper Sculptor!|||3:09
LRKN50sv4wA|||Paper Deer | Kannada | Paper Sculptor|||3:49
FB4uaCwAF7w|||Refractive Disappearance | Kannada | Its there and not there!|||3:08
EGnQEYk7H4U|||Standing Paper Crane | Kannada | Paper Sculptor|||2:39
DT84FYpwwbI|||3-D Buddha | Kannada | Paper Sculptor!|||3:14
oekqr-x_4ag|||Reducing Boiling Point of Water | Kannada | Why food doesn't cook on hills?|||2:10
ktoYOsbHJQQ|||Soda Bottle Fountain | Kannada | Fun Fountain!|||1:52
bC5sQ0Y7i2w|||Paper Orchid | Kannada | Beautiful Flower!|||3:33
YED_po7mTVU|||Tail of Pi | Kannada | 1000 places of Pi!|||2:33
TTSjOxfR0o4|||Flame in Water | Kannada | Fun with Light!|||2:04
RP7pb6iCaF0|||Circumference and Diameter Ratio - Pi | Kannada | Maths Fun!|||2:15
Lg6AGPf77jc|||Violin Generator | Kannada | Motor can be a generator!|||2:08
IdQ-gAKPhTc|||Magnetic Roll and Dance | Kannada | Simplest Magnetic Toy!|||1:52
9X1X7H6A8ps|||Oil Centrifuge | Kannada | Simple Centrifuge!|||2:36
2xUgeHHJJzg|||Fun with Water Lens | Kannada | Fun with Light!|||2:43
N3uScMLJVnM|||Shell Sack | English | Amazing Bag to separately hold peels and fruit|||3:05
OQGF4HayEJM|||Flying Disc | English | Fun Toy!|||2:15
L8OJJgnI8-0|||Paper Balloon | Hindi | Fun Folding!|||4:04
wg5jB4P7j90|||Folding Paper Heart | Hindi | Fun Folding!|||3:21
akKtwAjYRco|||A. C. Motor | Kannada | Fun Motor!|||3:40
kXh7vGJastM|||Tracing Path of Light | Kannada | See a light beam!|||1:34
es1D6uLrm_M|||Helicopter Flower | Kannada | Nature's Helicopter|||1:05
dILU67-_WTw|||Straw Tape DNA Helix | Kannada | DNA Model!|||2:49
Yxl39cauxkw|||Buddy Top | Kannada | Natural Top!|||1:43
IODWOpgM5RQ|||Magnetic Spin and Roll | Kannada | Fun with Magnets!|||2:06
EctgqUT7FMM|||Paper Kaliedoscope | Kannada | Fun Flexagon!|||3:04
7We5Zf_iOVI|||Rocket Balloon | Kannada | Skyrocketing Balloon!|||1:31
74C6YsWKHbo|||Shifting Light using Scale | Kannada | Scale as Prism!|||1:33
2jjZ3-enCVQ|||Electrifying Fun with Induction | Kannada | Great Experiment!|||5:47
HY4EtgW-VeE|||3D Pop-Up House | English | Amazing popup greeting card|||3:46
yN7h3deaWqY|||Ring on Wing | Spanish | Wonderful Spinner!|||1:15
Sy1lpp0QqOA|||Buddhist Singing Bowl | Kannada | Amazing Singing Bowl!|||2:14
xUOqJc9TDOA|||Motor Pump | Hindi | Resembles a real life pump!|||3:42
8QfwQ97VzM4|||Spectacular Soap Films | Kannada | Amazing Surface Tension!|||3:11
-jcDwNC5HdE|||Wagging Tail | Kannada | Simple Dynamic Toy!|||3:06
l3XfUaxuTBQ|||Magical Weight Gain | Kannada | Fun with Density!|||4:37
ZoRsJmN35O8|||Cup Chandelier | Kannada | Spinning Cup!|||4:18
N8zp1eRE3LI|||Tetra Purse with Lock | Kannada | Fun with Tetra Pak!|||4:12
yPjjLnt-d70|||Magical Floating Propeller | Kannada | Amazing fan!|||2:09
wMwbSrRnXPc|||Bottle Flywheel | Kannada | Fun Flywheel!|||3:01
ZkvHHm6hy_I|||Magical Standing Pen | Kannada | It writes, it spins, it stands!|||3:09
YO6nxMIGhdQ|||Tetra Turbine | Kannada | Fun with Tetra Pak!|||2:44
K098a9i4XIM|||Vertical Levitation | Kannada | Fun Magnetic Levitation!|||4:47
1M4OeiYcZ9Y|||Coin Spinner | Kannada | Fun low-cost Spinner!|||58
-TWnyLyv8Ao|||Lifting Jack | Kannada | Great Hydraulics!|||4:22
gPbTzrsEYJ8|||Polythene Parachute | English | Simple gliding toy|||2:57
ysh5P6IGHR8|||3D Kaleidoscope | English | Wonderful cube with infiinite reflections|||3:17
4yP6h6TMYSk|||Cup Propeller | English | Beautiful used paper cup propellor|||4:07
XqtAJP49CN0|||Eddy Current Dance | English | Move a can without touching it|||3:57
ST7CcCZVILQ|||Simple Strobe | English | Spin battery, make Strobe!|||3:25
2NyrPgMBFvQ|||GEAR MAN | SPANISH | Toy from trash!|||1:00
oHxPXdUiEok|||BUNNY RABBIT |  ENGLISH | Beautiful Paper Bunny!|||3:13
ZE9pTHkPoOA|||BUNNY RABBIT | HINDI | Beautiful paper rabbit!|||3:13
bRt1-lxyAgE|||PAPER  BALLOON | ENGLISH | Simple Origami!|||4:04
mqqJaHgrOwU|||FOLDING PAPER HEART | ENGLISH | Simple Origami!|||3:21
jZKqnyqMphc|||MARBLE SWAN | HINDI | Swan glides on a marble!|||3:23
-IdiiR3JI5k|||MOTOR PUMP | ENGLISH | Amazing Motor Pump!|||3:42
rFZIEVnRu4Y|||MARBLE SWAN | ENGLISH | Swan glides on a marble!|||3:23
Gj4_KnRAMSA|||FIRE TORNADO | ENGLISH | High spinning flame!|||2:56
PEutR7BMl_A|||PAPER INSECT | English | Amazing world of insect|||3:31
Vm-HXn5Tdnw|||STATIC WAND | ENGLISH | Fun with Static Electricity!|||3:37
D12v4_VGGZA|||BANYAN CAT |  ENGLISH | Fun with leaves!|||2:27
0zrSqVHZTVs|||LEVITATING CANDLE | English | This candle floats and rises in water|||2:34
tfTpSkYQGrI|||SOCCER BALL GEOMETRY | English | Explore symmetrical structure of a football|||4:27
FZnxIf0c4Yo|||TUMBLER | BENGALI | Great toy!|||3:13
4s2z6JXjfck|||FUN WITH WATER LENS  | BENGALI | Fun with light.|||2:43
2FBcmO_Y4z8|||PAPER PROTRACTOR PEACOCK | ENGLISH | Amazing paper activity.|||3:18
qD__H5dZqQg|||ADD WATER SEE COIN | MALAYALAM | Fun with light!|||1:37
ausQdG-E7tU|||FLAME IN WATER | MALAYALAM | Fun with light!|||2:04
zWEeUt9UL_Y|||CIRCUMFERENCE AND DIAMETER RATIO | MALAYALAM | Fun Math!|||2:15
prC8odqk0pk|||SOLAR CAP | BENGALI | Cool your head with the sun!|||1:22
2jXJSfFdWjk|||FLAME IN WATER | BENGALI|||2:04
tqawoZskFbM|||TREE TALE | KADAMBA | ENGLISH | Indian Tree|||2:11
TuE74DBTcAs|||JUMPING FLAME | ENGLISH|||2:43
kzB9iEJ_7L8|||BALANCING BICYCLE | SPANISH - Bicycle on a rope!|||1:38
_dPrXcQcMjQ|||WING FRUIT SPINNER | ENGLISH | Natural Turbine!|||5:57
8txDtRlxxKA|||FLUTTERING TWIN BUTTERFLIES | HINDI | Dynamic Toy!|||2:39
4KG645qrpw8|||INFLATABLE LUNGS  | HINDI | Model of the Lungs!|||3:24
G_0vIkDoflo|||RADIOMETER | HINDI - Intriguing toy!|||2:51
f8BIl44LicM|||Thirsty Bottle | English | How water rises magically in empty hot bottle|||3:33
ArXeX0PGGyI|||MAGICAL COIN | HINDI | Appearing-Disappearing Coin!|||2:17
uVby20TaNwk|||VACUUM LIFT | HINDI | Lift a glass with a balloon!|||2:07
kx3wQ76j9-Y|||GLASS LIFTS GLASS | HINDI | Power of Vacuum!|||2:42
mfxo7hgWAXU|||SMALLEST BURNS LONGEST |  HINDI | Fun with candles!|||3:14
aVxQv3UDk9A|||TIPSY BOTTLE | HINDI | Fun with Heat!|||2:47
9NebaY9Qigc|||10th Anniversary Edition , Fluttering Butterfly | English|||2:39
5R3BDnYZctI|||SMALLEST BURNS LONGEST | ENGLISH | Oxygen pushed down by CO2 despite being lighter|||3:14
DOX8-cm_R54|||RADIOMETER | English | Spinning Fan inside a vacuum bulb|||2:51
P_Cah94kYEs|||Inflatable Lungs with Diaphragm |  English | Amazing working model|||3:24
E6oWxUUPIbQ|||COLOR MIXER l MALAYALAM|||1:25
sBvs_0g8mnQ|||GO NO-GO MATCHBOX | BENGALI|||1:59
5zNQeMuaKSM|||FAN TAILED BIRD | BENGALI|||3:01
6r4p0KKR5J4|||THREE BLADE FAN | BENGALI|||1:43
YTtNhdHOEjA|||EXPANSION OF AIR | PUNJABI | Fun with Heat|||1:32
KBCT6htfSTU|||BOTTLE BLAST | PUNJABI | Fun Toy|||1:28
KjrcZdIT2fQ|||EGG IN BOTTLE | PUNJABI | Fun with Biology|||1:40
1W3Te4NfXTc|||THREE BLADE FAN | PUNJABI | Fun Toy|||1:43
Ebz3wsQdJ4Q|||CYLINDER CONE | PUNJABI | Math Experiment|||1:46
xQHIsmOnxH4|||BOTTLE PLANTER | PUNJABI | Recycle Bottles|||1:43
2dX9mcPiFec|||BALLOON SPINNER | PUNJABI | Simple Spinner|||59
PlYGXF5SLg8|||BOTTLE PLANTER | BENGALI|||1:43
sAoPn1Symwo|||CYLINDER CONE | BENGALI|||1:46
BCU9IukofvY|||MAGNETIC MOTION | BENGALI|||1:30
v9psOfflQgo|||CIRCLING BIRD | BENGALI|||1:08
5xmb0EzHknQ|||MATCHSTICK MODELS | BENGALI|||4:48
-1N3qcOG3W8|||BLOW BALLOON WITH BOTTLE | BENGALI|||1:51
q05m2ZbkHyo|||BALLOON SPINNER | BENGALI|||59
Yp6uy8itRMw|||BALLOON SPRINKLER  | BENGALI|||1:43
udtQ31fMT6s|||Tipsy Bottle | English | Funny science activity of bottle shaking vigorously in sun|||2:47
W4LSLWDSW04|||DANCING WASHERS - BENGALI|||1:34
qUZMsTVzgtI|||MAGNIFICENT MOTOR - BENGALI|||2:10
bK7tr2vaPEo|||PAPER CROW - BENGALI|||1:56
LpEiDXatM1A|||SKELETAL BUTTERFLY - BENGALI|||1:40
6fpy_R22js8|||PECKING BIRDS - BENGALI|||2:00
feqM6aahfCY|||SIMPLE RAINBOW - BENGALI - Make your own Rainbow!|||54
S3Y55NtSWnA|||Multi Track|||2:20
-cdqMDUA8vU|||TREE OF LIFE - BENGALI|||1:59
dIWWg2CMiE4|||ANNEALING IN ACTION - TELUGU|||2:24
PbdKdQFUO5w|||ADD SUGAR, BEND LIGHT - TELUGU|||1:32
gzRSwatH_n0|||14-PAGE BOOK - TELUGU - Fun, dynamic, rotating book!|||2:12
lSkZ_zwfS2c|||GLASS LIFTS GLASS - ENGLISH - Burn a candle and lift a glass|||2:57
TcppMhWI8-U|||BURN AND LIFT - ENGLISH - Lift a glass with a balloon|||2:07
S4whQDLWsSA|||BIRD OF PEACE - HINDI - AMAZING 3D POPUP ANTI-WAR PAPER SCULPTOR|||2:20
WWu-tWfyhPc|||STANDING PAPER CRANE - HINDI - AMAZING 3D PEACE SYMBOL|||2:39
PFkhM679-vI|||MAGICAL COIN - ENGLISH - Fun with light!|||2:17
GzZBSQ9gfhk|||DISAPPEARING COIN - HINDI - Fun with light!|||2:06
1Lig4Ubycak|||REFRACTIVE DISAPPEARANCE - HINDI - Fun with light!|||3:08
AGqSmLC_eqg|||CD HOVERCRAFT - ASSAMESE - Moving Toy!|||2:06
YvWt-3OYKvY|||CAN TILT - ASSAMESE - Balancing Toy!|||1:26
SrmQSJpcCXY|||CAP TIK TIKI - ASSAMESE - Simple Sound Toy!|||1:57
07s5bwgvSe4|||CD GYRO - ASSAMESE - Simple Gyroscope!|||1:37
cuSKn72ohdg|||Pencil Spinner - Nepali - Simply Amazing!|||1:09
ktsPOQk3DU4|||TUMBLER - HINDI - Fun Dynamic Toy!|||3:13
9SGikF0_67w|||STANDING PAPER CRANE - ENGLISH - Amazing Paper Sculptor!|||2:39
m8FbojbKkTk|||3-D BUDDHA - HINDI - Amazing Paper Sculptor!|||3:14
QnQrjXOTgec|||FUN WITH WATER LENS - HINDI - Simple Trick!|||2:44
LjVjMNYXOnc|||BIRD OF PEACE - ENGLISH - Amazing Gift!|||2:20
X7d_3dDjA4Q|||ADD WATER SEE COIN - HINDI - Fun with Light!|||1:47
8XzJrzJ43g4|||DISAPPEARING COIN - ENGLISH - Fun with light!|||2:06
ZVNlD3wJRM4|||STRAW WIRE MECANNO - TAMIL - 3-D Models!|||2:56
oCwucwxajbE|||REFRACTIVE DISAPPEARANCE - ENGLISH - Its there, and not there!|||3:08
kHOC_ZkiAQQ|||THREE BOTTLE FOUNTAIN - TAMIL - Nero's Fountain!|||4:12
6fs3uJINz2A|||PAPER DEER - HINDI - Beautiful Paper Sculptor!|||3:49
vHbJ1u2Imxc|||3-D GANESHA - HINDI - Beautiful Paper Sculptor!|||3:09
YcvJkzGME6I|||ADD WATER SEE COIN -  ENGLISH - Refraction of light!|||1:47
Ol-_J1KQdX4|||FUN WITH WATER LENS - ENGLISH - Fun with a tumbler!|||2:43
w00lxl04Q6g|||TUMBLER - ENGLISH - Terrific Toy!|||3:13
sRlA1Mu-kzg|||PAPER DEER - ENGLISH - Paper Sculptor!|||3:49
wNMj1tLf9wo|||3-D GANESHA - ENGLISH - Paper Sculptor!|||3:09
JMNKc0IUFN8|||3-D BUDDHA - ENGLISH - Paper Sculptor!|||3:14
0GdRFclkors|||SOLAR CAP - HINDI - Beat the Heat!|||1:22
Nobj-r3_GXk|||REDUCING BOILING POINT OF WATER - HINDI - Fun with Heat!|||2:10
3FDz1JjXUb8|||FLAME IN WATER - HINDI - Optical Illusion!|||2:04
EZT5BGqRhtQ|||BALLOON ROCKET - PUNJABI - Action-reaction!|||1:24
0yJu4AJIJP0|||FLAME IN WATER - ENGLISH - Magical illumination!|||2:04
7bfyZb9xa0w|||SOLAR CAP - ENGLISH - Cool Cap!|||1:22
nJNQ0fvf7Rs|||REDUCING BOILING POINT OF WATER - ENGLISH - Fun with pressure!|||2:10
tAslTon7Psc|||CIRCUMFERENCE AND DIAMETER RATIO - HINDI - Fun with Math!|||2:15
SWbebVYu7cY|||STRAW TAPE DNA HELIX - HINDI - DNA model!|||2:49
ntVulZVv5gA|||SODA BOTTLE FOUNTAIN - HINDI - Fun Fountain!|||1:52
CNqdxpsfFc0|||VIOLIN GENERATOR - HINDI - Motor as Generator!|||2:08
xHf_EkbYw-s|||PAPER KALEIDOSCOPE - HINDI - Rotate this model endlessly!|||3:04
wh8OAOeR1e0|||STATIC BALLOON - TAMIL - Fun with Static Electricity!|||2:18
eQRNEq8dTXo|||STATIC CHARGE BENDS WATER - TAMIL - Fun with Static Electricity!|||1:51
7VaH-YP_Lsg|||OIL CENTRIFUGE - HINDI - Simple centrifuge!|||2:36
fxCfNxoEQ0I|||STRAW TAPE DNA HELIX - ENGLISH - DNA Model!|||2:49
a3XBBCYGZt0|||SODA BOTTLE FOUNTAIN - ENGLISH - Simple Jet Fountain!|||1:52
01VykP-Jw94|||VIOLIN GENERATOR - ENGLISH - Generator from Motor!|||2:08
Tu1CW_qydog|||PAPER KALEIDOSCOPE - ENGLISH - Fun paper toy!|||3:04
I-_vvJEXLr0|||OIL CENTRIFUGE - ENGLISH - Fun Centrifuge!|||2:36
JzVUYJ19iZ8|||PAPER ORCHID - HINDI - Elegant Paper Flower!|||3:33
JQt9k579tiQ|||MAGNETIC ROLL AND DANCE - HINDI - Magnificent magnetic toy!|||1:51
Sca4GmVs3zc|||CIRCUMFERENCE AND DIAMETER RATIO Pi - ENGLISH|||2:15
F_OpXTGvw2g|||TAIL OF Pi - Value of Pi to 1000 places!|||2:33
xxFYuRca3CA|||STRAW TAPE DNA HELIX - MARATHI - Model of DNA!|||2:57
xDV5_gwM6Hs|||BOYLE'S BALLOON - ASSAMESE - Visual proof of Boyle's Law!|||1:25
d1z0GHREOo8|||TRACING PATH OF LIGHT - MARATHI - Most Spectacular Experiment!|||1:30
ajYvzwTf2Lc|||PAPER ORCHID - ENGLISH - Simple beautiful Orchid!|||3:33
GSo5fNPJBhA|||FISHY FISH - GERMAN - Sea World!|||2:06
wJufQcCemw0|||SHIFTING LIGHT USING SCALE - MARATHI - Scale as Prism!|||1:20
rjSix99Z0b0|||MAGNETIC ROLL AND DANCE - ENGLISH - Magnificent Magnetic Toy!|||1:52
jatX8wLb_gk|||PAPER ORCHID - MARATHI - Simple, beautiful Orchid!|||3:33
iyE7G4PKYog|||BUDDY TOP - MARATHI - A natural Top!|||1:51
f0pA0SQrPP0|||MAGNETIC SPIN AND ROLL - MARATHI - Fun with magnets!|||2:06
WWFUBqvnuDU|||30 UNIT BALL - SPANISH - Beautiful Origami Ball!|||2:51
RGTQVbWpTjE|||BOUNCY BALLS - ASSAMESE - Fun with Balls!|||1:34
OufTKTrs2oI|||FLUTTERING BUTTERFLY - GERMAN - Dynamic Butterfly!|||2:07
Mn5svnph1Tg|||A C  MOTOR - MARATHI - AC motor from Salvaged Choke!|||3:40
4oRrjPQ3WGc|||BOTTLE JET - ASSAMESE - Amazing Shooting Car!|||1:09
mk99N1EPtMo|||MAGNETIC SPIN AND ROLL - HINDI - Fun with Magnets!|||2:06
bdZ4dayl5mc|||A. C.  MOTOR - HINDI - Motor form a salvaged tube-light choke!|||3:40
aTmSRvu4dH8|||BUDDY  TOP - HINDI - Top from a Tree Bud!|||1:43
FSQ6r0ziSVA|||ROCKET BALLOON - HINDI - Amazing Balloon!|||1:31
VJwD1qtyMNY|||BUDDY TOP - ENGLISH - Top from a tree bud!|||1:43
vxjSoGKpDn0|||ROCKET BALLOON - ENGLISH - Amazing Balloon!|||1:31
uKN19dYH1B4|||A. C. MOTOR - ENGLISH - Motor from a salvaged tube light choke!|||3:40
rMlQu-ihQnI|||MAGNETIC SPIN AND ROLL - ENGLISH - Fun with magnets!|||2:06
xkzhiqZb0dc|||SHIFTING LIGHT USING SCALE - HINDI - Fun with laser!|||1:28
qjZFJ88sEhE|||TRACING PATH OF LIGHT - HINDI - Fun with laser!|||1:35
3bXGT-_EMoQ|||HELICOPTER FLOWER - HINDI - Natural helicopter!|||1:05
2ReOET7UGCE|||ELECTRIFYING FUN WITH INDUCTION - HINDI - Multipurpose Apparatus!|||5:56
_JduPXnYgHE|||MAGNETIC FLOATING PROPELLER - HINDI - Fun with Magnets!|||2:03
x82Cbukz6AU|||PECKING ORDER - Traditional Indian wooden pecking birds!|||3:02
yJLDCeHrQdk|||BLOW BALLOON WITH BOTTLE -  ASSAMESE - Fun with Air!|||1:50
QuoHWrm-9i8|||BALLOON SPRINKLER - ASSAMESE - Fun with a Balloon!|||1:43
D2C_43Q1AzI|||BOTTLE BLAST -  ASSAMESE - Fun with an old plastic bottle|||1:28
TK5A8tbftXk|||CRAZY MAGNETS - TAMIL - Fun with magnets!|||2:25
wY1BNAgwED0|||TETRA TURBINE - TAMIL - Fun turbine!|||2:44
ctG3moo3ToM|||CUP CHANDELIER - TAMIL - Spin a cup!|||4:28
Q1Bc833EXJk|||SHIFTING LIGHT USING SCALE - ENGLISH - A plastic scale as a prism!|||1:33
C2MdEypP2L8|||ELECTRIFYING FUN WITH INDUCTION - ENGLISH - One apparatus, Many experiments.|||5:47
1rQBeLCt_p8|||TRACING PATH OF LIGHT -  ENGLISH - May light lead!!|||1:34
C-ajqAYeKlg|||HELICOPTER FLOWER - ENGLISH - A natural helicopter!|||1:05
GmPJximFtL4|||HELICOPTER FLOWER  - MARATHI - Natural flower spins like a helicopter!|||1:05
pUDer8FS43Q|||VIBRATING BRUSH - MARATHI - Fun with a Mobile Motor!|||1:37
6icjCrcGCWs|||UP DOWN DOLL  - MARATHI - Marvelous mechanism, Fun toy!|||2:05
JJ-1V5UR8rY|||CIRCLING BALLOON - A balloon which goes round-and-round!|||1:58
WhG6LRA4-nc|||MAGICAL STANDING PEN - HINDI - It stands, it spins, it writes!|||3:09
TTHEF7xEiGU|||BOTTLE FLYWHEEL - TAMIL - Simple spinning flywheel!|||3:17
iov31GK_RPc|||MAGICAL WEIGHT GAIN - HINDI - Fun with volume and density!|||4:37
V5iLDJD12CI|||COIN SPINNER - TAMIL - Simple Traditional toy!|||1:08
-9DZFZb6BkQ|||LIFTING JACK - TAMIL - Beautiful Syringe Jack!|||4:22
5sWeJsD7G-8|||LIFTING JACK - HINDI - Beautiful Syringe Jack!|||4:22
9_DYGdJgWDg|||PAPER CLAPPER  - TAMIL - Amazing paper Clapper!|||1:49
cLQzefy9n48|||ARVIND GUPTA - DEMONSTRATION OF SCIENCE TOYS|||1:05:15
jhayEYdOBNM|||NEWSPAPER BIN - BENGALI - Useful thing to make!|||1:31
LBAt18pQZOo|||NO GLUE BAG - BENGALI - Useful bag!|||1:51
VZi5ef44gCo|||MANGO SEED ANIMAL - BENGALI - Art from Trash!|||1:50
XvybpkAjzzE|||BEAUTIFUL BUTTERFLY - BENGALI - Paper Butterfly!|||1:40
HssSSAUEApQ|||COLORFUL FISH - BENGALI - Magical experience!|||1:32
1a_5jTUSmiQ|||BALLOON ROCKET - BENGALI - Simple Rocket!|||1:24
FjfTvxYXNWo|||FLYING FISH - BENGALI  - Simplest Flying Toy!|||1:21
0jF0Y30oUHk|||COOL BOTTLE - BENGALI - Simple Thermos!|||2:11
WDggPlAnVJA|||BOTTLE BLAST - BENGALI - Unusual Rocket!|||1:28
ttwNAPdQeVU|||WRITING WITH WATER - BENGALI - Fun with Chemistry|||1:30
ZyaiZmtXFyk|||YEN FOR YELLOW - BENGALI - Fun with Chemistry!|||1:27
NGaKxaUw_Ao|||FLYING COLOR - BENGALI - Fun with Chemistry!|||1:58
gjOS1TFqSl4|||SILVER TREE  - BENGALI - Fun with Chemistry!|||1:25
h-tdZopcsrs|||GLOW WITHOUT FLAME - BENGALI - Fun with Chemistry!|||1:37
D4-RtWIePZI|||CHEMICAL COLOR CHANGE - BENGALI - Fun with Chemistry!|||52
sndbr0weIK4|||PAPER CLIP SPINNER - BENGALI - Spin a paper clip!|||1:07
m78CfOBKJMQ|||FIRE WITHOUT MATCH - BENGALI - Magical fire!|||1:02
RfX20nAH5oM|||WIND GENERATOR - BENGALI - Future of Electricity!|||3:26
p0CnVy484Lc|||FIRELESS FLAME - BENGALI - Fun with Chemistry!|||1:15
_-5ILO3-B4M|||TRUMPET THUNDER - BENGALI - A loud roaring toy!|||2:07
GmzlLrUI9yE|||PAPER FLUTE - BENGALI - A simple paper flute!|||1:59
